corpus,doc_id,path,word_count,unique_word_count,avg_word_len,mattr,yules_k,hapax_rate,sentence_count,avg_sentence_len,sentence_len_sd,commas_per_sentence,semicolons_per_sentence,commas_per_1000w,semicolons_per_1000w,fw_the,fw_of,fw_and,fw_to,fw_a,fw_in,fw_that,fw_is,fw_for,fw_it,fw_on,fw_with,fw_as,fw_was,fw_are,fw_be,fw_at,fw_by,fw_this,fw_from,fw_or,fw_an,fw_which,fw_but,fw_not,fw_have,fw_has,fw_had,fw_they,fw_you,fw_we,fw_i,fw_he,fw_she,fw_his,fw_her,fw_their,fw_our,fw_its,fw_will,fw_would,fw_can,fw_could,fw_should,fw_may,fw_might,fw_do,fw_does,fw_did,fw_so,fw_if,fw_than,fw_then,fw_there,fw_here,punct_commas_per_1000w,punct_semicolons_per_1000w,punct_colons_per_1000w,punct_question_marks_per_1000w,punct_exclamation_marks_per_1000w,punct_hyphens_per_1000w,punct_em_dashes_per_1000w,punct_ellipses_per_1000w,punct_quotes_double_per_1000w,punct_quotes_single_per_1000w,punct_parentheses_per_1000w
Project2025,project2025,https://archive.org/download/2025_MandateForLeadership_FULL/2025_MandateForLeadership_FULL_djvu.txt,303732,20454,5.29235312709889,0.5317879848169559,75.04563480176013,0.030224013274860732,13698,22.181552618126048,18.582936877472772,1.3890348956051979,0.04949627682873412,62.64404145760077,2.232231045790368,0.05515059328618651,0.029163868146918993,0.03705898621152858,0.026915175220259966,0.011760367692571083,0.014720213872756245,0.01003845495370919,0.007243227582210633,0.010466463856294364,0.003473456863287372,0.005906522855675398,0.005942738993586451,0.005801166818115971,0.0014585226449633228,0.0045434791197503065,0.005755073551683722,0.0025911000487271675,0.004856254856254856,0.003417486468333926,0.003697338443101155,0.004036453188995562,0.002742549352718844,0.0019392095663282104,0.0015737558110439467,0.0034339483492025866,0.002512083020557597,0.002946676675490235,0.00032923761737321057,0.0013795056167937524,8.560178051703475e-05,0.0005465344448395296,0.00024363583685617585,0.0006617676109201533,0.00013498742312301635,0.0004938564260598159,0.00016461880868660529,0.0022585700551802246,0.001214886808107147,0.003071786970092055,0.0015408320493066256,0.0017021584818194989,0.0014025522500098772,0.0006617676109201533,0.007424308271765899,0.0006913989964837423,0.0001777883133815337,0.0007572465199583843,0.0004016698931953169,0.00010206366138569529,0.000744077015263456,0.0008658949336915439,0.001366336112098824,0.0003259452411994785,0.0007737084008270449,4.938564260598159e-05,62.64404145760077,2.232231045790368,6.077726416709468,0.4773945451911554,0.2205892036400511,30.92528939986567,6.834972936667851,0.11523316608062371,0.3028986079833537,0.4082546455427812,18.92128587043841
WikiStylometry,wikistylometry,https://en.wikipedia.org/wiki/Stylometry,7834,2529,5.1830482512126625,0.5799072937968643,52.97568143783091,0.19696196068419708,644,12.164596273291925,27.904967188318,0.7919254658385093,0.6304347826086957,65.10084248149094,51.82537656369671,0.0386775593566505,0.03203982639775338,0.024636201174368138,0.014296655603778402,0.01416900689303038,0.015573142711258616,0.004467704876180751,0.006254786826653051,0.007786571355629308,0.0012764871074802144,0.004723002297676793,0.004467704876180751,0.004723002297676793,0.0026806229257084506,0.0029359203472044933,0.0019147306612203217,0.0015317845289762573,0.005871840694408987,0.0029359203472044933,0.0026806229257084506,0.0035741639009446006,0.004978299719172836,0.0016594332397242787,0.0019147306612203217,0.0015317845289762573,0.001404135818228236,0.0015317845289762573,0.0010211896859841716,0.00038294613224406433,0.00038294613224406433,0.0,0.0008935409752361502,0.0006382435537401072,0.00012764871074802145,0.0016594332397242787,0.0007658922644881287,0.0015317845289762573,0.0,0.001404135818228236,0.0002552974214960429,0.0,0.001404135818228236,0.00038294613224406433,0.0,0.0012764871074802144,0.0002552974214960429,0.00038294613224406433,0.00038294613224406433,0.00038294613224406433,0.00012764871074802145,0.0005105948429920858,0.0006382435537401072,0.0002552974214960429,0.0002552974214960429,0.0,65.10084248149094,51.82537656369671,19.913198876691343,1.7870819504723003,0.0,26.1679857033444,0.2552974214960429,0.2552974214960429,25.019147306612204,6.127138115905029,44.93234618330355
