pc1,pc2,corpus,doc_id,chunk_id
-3.9257193437634066,2.5955526917692064,Project2025,project2025,c0000
-0.32722868426252794,9.507385421021862,Project2025,project2025,c0001
-0.7334439678132084,10.976157912503147,Project2025,project2025,c0002
-0.9552080339317305,9.114590683005787,Project2025,project2025,c0003
-3.6635588531001746,3.0589241317498947,Project2025,project2025,c0004
-5.7090477069218855,-0.17972284013903095,Project2025,project2025,c0005
4.068152842802374,7.685594184649989,Project2025,project2025,c0006
1.4895289537366216,2.0145060592867385,Project2025,project2025,c0007
3.0918891395000485,3.454740010320786,Project2025,project2025,c0008
2.7935990228907293,3.3136452498838196,Project2025,project2025,c0009
4.387995850307489,3.427638385042801,Project2025,project2025,c0010
2.352928434921475,3.603041208339697,Project2025,project2025,c0011
3.2598577826412436,0.8483313070235964,Project2025,project2025,c0012
4.378745346082167,3.3117624260389076,Project2025,project2025,c0013
2.5250777313087003,0.26059915262623734,Project2025,project2025,c0014
1.5683987717882024,-0.30403303117536934,Project2025,project2025,c0015
1.7628965872159768,1.0638724778491513,Project2025,project2025,c0016
3.136317582792606,0.0986131616743293,Project2025,project2025,c0017
2.9407520500762954,-0.7534000013811918,Project2025,project2025,c0018
-0.7326105449460075,1.2765489908274155,Project2025,project2025,c0019
2.8089783177801735,1.2510947473562515,Project2025,project2025,c0020
1.7906557797232259,0.519842635854801,Project2025,project2025,c0021
1.6491741250553478,-2.0197048187144375,Project2025,project2025,c0022
2.8198544822198417,-0.916827196607072,Project2025,project2025,c0023
2.990964529328271,-0.7006250969018409,Project2025,project2025,c0024
1.409570932587318,-0.16577458018390095,Project2025,project2025,c0025
1.4163746308844758,-1.5704859852210606,Project2025,project2025,c0026
1.07018658528915,1.6435592655166025,Project2025,project2025,c0027
-7.99478000278784,-1.361357450415387,Project2025,project2025,c0028
-5.069395575322494,0.2915269252608496,Project2025,project2025,c0029
2.16593567892571,4.072204401754933,Project2025,project2025,c0030
2.917763078448121,1.1010435737709459,Project2025,project2025,c0031
1.448349988567992,0.6527800993231918,Project2025,project2025,c0032
2.174111544120488,1.7059559198451768,Project2025,project2025,c0033
3.431268894758745,2.1962517748674997,Project2025,project2025,c0034
-6.22599147453112,-0.737174355992858,Project2025,project2025,c0035
0.42517658823713544,4.87479792529796,Project2025,project2025,c0036
1.4303178367925655,4.901393502847002,Project2025,project2025,c0037
2.7233945206599093,0.6179956736727256,Project2025,project2025,c0038
1.2292292163217102,-0.37277960815320976,Project2025,project2025,c0039
1.5981450415860274,0.946419005299796,Project2025,project2025,c0040
-0.5425422536390665,0.6684276188126319,Project2025,project2025,c0041
0.45987191184929016,1.1905762920589034,Project2025,project2025,c0042
1.6379153524953471,-0.04894967563523895,Project2025,project2025,c0043
-0.7897692208979396,0.098769284266641,Project2025,project2025,c0044
0.5134344597717803,-0.12515067100553465,Project2025,project2025,c0045
0.5972788889930256,-0.4623495435783722,Project2025,project2025,c0046
-3.4415853097922517,0.2824353827648948,Project2025,project2025,c0047
-5.799677386394724,0.886890082143247,Project2025,project2025,c0048
-2.2058018434702684,-0.09601514978871104,Project2025,project2025,c0049
2.225955229215894,0.19869302947203868,Project2025,project2025,c0050
1.4973713623075644,-0.6612846569302794,Project2025,project2025,c0051
0.9897556175583192,-1.6662192367386262,Project2025,project2025,c0052
2.5678265834527467,-3.110607036205413,Project2025,project2025,c0053
0.39340476969040045,-1.4869403450590921,Project2025,project2025,c0054
1.2289974517696165,-0.547364520939093,Project2025,project2025,c0055
1.25806232315043,-0.4541891702365668,Project2025,project2025,c0056
2.623271955904493,-2.435140354235946,Project2025,project2025,c0057
2.8698988925726616,-0.9717512289639075,Project2025,project2025,c0058
2.7745678061545473,-2.4250137227124293,Project2025,project2025,c0059
-1.5382312738799289,-0.7170164823320415,Project2025,project2025,c0060
-1.4061241820697215,0.6841942705847862,Project2025,project2025,c0061
2.5715028582769204,-1.2261511849828624,Project2025,project2025,c0062
2.569394362925626,-1.7932884655956751,Project2025,project2025,c0063
3.634288680193272,1.0952859340347383,Project2025,project2025,c0064
2.9392837656285717,0.8117851595436925,Project2025,project2025,c0065
1.1323946751902572,-1.1492799090944248,Project2025,project2025,c0066
1.5058804323509172,-0.3729224932211405,Project2025,project2025,c0067
3.076538038599732,-0.5849047211305954,Project2025,project2025,c0068
2.681085226948534,-0.88449755515161,Project2025,project2025,c0069
-0.8593281808057944,0.8513422685851583,Project2025,project2025,c0070
-3.5883643855979046,-0.6635597885253142,Project2025,project2025,c0071
0.7015407586352749,2.2730820477813634,Project2025,project2025,c0072
2.560939762928072,0.76633106875375,Project2025,project2025,c0073
2.109457613406791,-1.9936963436695962,Project2025,project2025,c0074
1.2021382542946435,0.9285592125645893,Project2025,project2025,c0075
3.1333728109628702,-1.6195983442635906,Project2025,project2025,c0076
1.6671504056187585,2.1045331436825894,Project2025,project2025,c0077
2.181107605579946,0.9874177239691381,Project2025,project2025,c0078
1.173245116608827,-0.8896792632971658,Project2025,project2025,c0079
2.8461932524359126,1.2550414719474803,Project2025,project2025,c0080
1.4537193306348748,0.11474899510399854,Project2025,project2025,c0081
-4.6822447579157105,1.6683517825578007,Project2025,project2025,c0082
-7.460520824100593,0.0898111876484071,Project2025,project2025,c0083
-0.8965894677850308,1.0936629370773836,Project2025,project2025,c0084
0.2954947755644285,2.981847424130038,Project2025,project2025,c0085
0.35285651794175754,0.052628556566683936,Project2025,project2025,c0086
2.728472720636109,1.274441234015571,Project2025,project2025,c0087
0.22661594933052068,0.022980131275185594,Project2025,project2025,c0088
-6.94226026457828,-1.0272395537971928,Project2025,project2025,c0089
-0.19107855537074056,0.24015818069030362,Project2025,project2025,c0090
0.49154153273109,-1.1062599874754813,Project2025,project2025,c0091
-0.40240876794116515,-0.8051704222928303,Project2025,project2025,c0092
0.47446249195568907,-0.32665723636149263,Project2025,project2025,c0093
-0.7962197900851935,-0.3801652972667441,Project2025,project2025,c0094
-0.3654216127453251,1.1539556908308326,Project2025,project2025,c0095
0.30030639057189207,-0.8404823343671048,Project2025,project2025,c0096
0.1650073035546889,-0.6357701442382955,Project2025,project2025,c0097
0.5780994047890264,0.15332903604219547,Project2025,project2025,c0098
-2.387805435790331,-0.28738522743574524,Project2025,project2025,c0099
-2.63017533098049,1.438320371494354,Project2025,project2025,c0100
2.0880263976938993,0.8334184557463942,Project2025,project2025,c0101
1.174552009291597,-0.5353520388703042,Project2025,project2025,c0102
2.9343383702929446,-0.1632837675166938,Project2025,project2025,c0103
2.8229188950859068,-1.6794232947823842,Project2025,project2025,c0104
1.4855218574844165,-0.3729494309291138,Project2025,project2025,c0105
2.0438088055388763,-1.1201262821927296,Project2025,project2025,c0106
4.0891436110873665,-3.482228091526057,Project2025,project2025,c0107
3.2549354284651604,-1.8889531696612696,Project2025,project2025,c0108
-4.242939038539042,-0.7658551064902985,Project2025,project2025,c0109
-6.669654024335663,-1.2423516319450667,Project2025,project2025,c0110
-7.7252360918852245,-1.5471547219493997,Project2025,project2025,c0111
-6.119384990780374,-0.5852843270217976,Project2025,project2025,c0112
-3.036423061654757,-1.3526159303040042,Project2025,project2025,c0113
1.1326738392355955,0.7309210902644067,Project2025,project2025,c0114
-0.9521755702502324,-0.7567950980596201,Project2025,project2025,c0115
-0.9395813335002412,-1.746678749293471,Project2025,project2025,c0116
-0.3001297183802419,-1.5908574651160607,Project2025,project2025,c0117
3.3189968165354786,-0.669819754441514,Project2025,project2025,c0118
0.7322972505263274,-1.4238328732626864,Project2025,project2025,c0119
2.1382753809846897,-1.937182475127957,Project2025,project2025,c0120
0.9121178548230241,-1.5783960130989796,Project2025,project2025,c0121
1.3524101926956982,-1.4065878718881297,Project2025,project2025,c0122
1.854619398392528,-1.7389052796806603,Project2025,project2025,c0123
0.6392361890478752,-0.6578215985984789,Project2025,project2025,c0124
-1.9024870941644294,-0.884419923788501,Project2025,project2025,c0125
-0.5460614080163226,-0.2830374707013727,Project2025,project2025,c0126
0.4158997880458519,-1.5884390269042843,Project2025,project2025,c0127
0.714465318621087,-1.2306947958081025,Project2025,project2025,c0128
0.4556464052937256,-1.9605458754524967,Project2025,project2025,c0129
2.173277379872367,-1.1282065921357245,Project2025,project2025,c0130
0.4757431844157202,-1.9647885916590158,Project2025,project2025,c0131
2.5773181924115725,-0.48767602636425106,Project2025,project2025,c0132
0.9505442734978687,-1.0378699911629474,Project2025,project2025,c0133
1.4397481794450262,-1.7900382469651557,Project2025,project2025,c0134
0.30987183422445297,-1.7330407277177988,Project2025,project2025,c0135
0.29319425748464956,-1.2687931954189962,Project2025,project2025,c0136
1.7951040774109772,-2.3927336884651966,Project2025,project2025,c0137
2.3066610676577706,-0.9107019559626481,Project2025,project2025,c0138
-6.954995236059428,0.5393846098470889,Project2025,project2025,c0139
-7.142179654657936,-1.1418036318848503,Project2025,project2025,c0140
-7.2514180445931915,-1.8897035816808077,Project2025,project2025,c0141
-5.932081373489118,-1.055843199571411,Project2025,project2025,c0142
1.5705313313303737,3.1886259032351276,Project2025,project2025,c0143
0.43445518417268514,-2.641190014402685,Project2025,project2025,c0144
1.5158843428109676,-1.6030396815604453,Project2025,project2025,c0145
1.496009611330424,-1.2551030525936506,Project2025,project2025,c0146
2.3424967204761082,-2.3155485061038537,Project2025,project2025,c0147
-0.5005466643189521,-1.6961030677708817,Project2025,project2025,c0148
2.343445405200268,-1.6138379898873332,Project2025,project2025,c0149
-1.672559313408267,-0.9239668084665388,Project2025,project2025,c0150
-6.940874158500979,-2.593494926422173,Project2025,project2025,c0151
-4.181540694456498,-0.6020678560880436,Project2025,project2025,c0152
1.257088243981379,0.3684961472569952,Project2025,project2025,c0153
3.166533519315604,-0.8966377957802945,Project2025,project2025,c0154
1.9598215103811094,-1.321850444358934,Project2025,project2025,c0155
1.5732777332139405,-0.6043520424180544,Project2025,project2025,c0156
1.7392768700966499,-2.111440053198722,Project2025,project2025,c0157
1.4306876271414424,-1.7341013799850524,Project2025,project2025,c0158
-0.07814805891566971,-1.5938980906310236,Project2025,project2025,c0159
1.9422528886198,-2.5017578656587194,Project2025,project2025,c0160
2.158160688481281,0.25038785930617236,Project2025,project2025,c0161
1.6086355626705486,-1.9896863669958846,Project2025,project2025,c0162
1.6190919207305543,-1.9652269239574023,Project2025,project2025,c0163
2.7728825883936588,-1.2997124751477742,Project2025,project2025,c0164
0.6559255818696522,-0.9281779761806057,Project2025,project2025,c0165
2.5716433145272273,-2.8496727413050937,Project2025,project2025,c0166
1.7873093548221468,-2.31953891773834,Project2025,project2025,c0167
-3.1428124803335815,-0.45913205864394113,Project2025,project2025,c0168
-7.347307114991817,-1.6817199922818067,Project2025,project2025,c0169
-7.297999150230177,-0.7297724198703036,Project2025,project2025,c0170
-6.11615698572956,0.8494877251977588,Project2025,project2025,c0171
-6.450841826256165,1.067094298209505,Project2025,project2025,c0172
3.363987293190124,1.0197990557715535,Project2025,project2025,c0173
4.474499316730204,-0.3480856548995203,Project2025,project2025,c0174
1.702958519811036,0.38381032523563435,Project2025,project2025,c0175
1.6506261056872198,1.0357572121451677,Project2025,project2025,c0176
2.8590573487738995,2.627347811497234,Project2025,project2025,c0177
2.2280667759516697,-0.1583373626601856,Project2025,project2025,c0178
0.8468739688894062,-0.22122582150930464,Project2025,project2025,c0179
2.2755465075875896,0.25689095998579486,Project2025,project2025,c0180
2.505042461272608,-2.390133373029119,Project2025,project2025,c0181
-6.247963634863664,0.07208389781392535,Project2025,project2025,c0182
-6.158873655818804,0.5502347383481414,Project2025,project2025,c0183
-7.276713732083081,-0.4384479872979906,Project2025,project2025,c0184
-8.22675603954367,-1.5857598941701359,Project2025,project2025,c0185
0.31082268586161116,0.18103687501150037,Project2025,project2025,c0186
0.798178231425156,-2.448795503828708,Project2025,project2025,c0187
1.6988718880809706,-1.209312490089335,Project2025,project2025,c0188
2.341137598077362,-1.341802441649487,Project2025,project2025,c0189
0.4681310185041571,-1.4944961825931358,Project2025,project2025,c0190
0.2748048162026732,-1.9343548422795205,Project2025,project2025,c0191
1.8361709484033393,-0.9970293044013312,Project2025,project2025,c0192
1.748054201765678,-1.1594722234915158,Project2025,project2025,c0193
2.7776957035789684,-2.7645655076072293,Project2025,project2025,c0194
0.457542404482358,-1.5277257882793294,Project2025,project2025,c0195
0.5817101174984578,-0.9557770575000423,Project2025,project2025,c0196
-3.147001743702414,1.3496899271321157,Project2025,project2025,c0197
2.2378361900491663,-1.354216754948916,Project2025,project2025,c0198
3.790380211488329,0.16402591470485078,Project2025,project2025,c0199
